Peso	Fecha	Hora	Balanza
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:16	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:17	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-2015	9:38:18	1
	13-7-
