Peso	Fecha	Hora	Balanza
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:32	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:33	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:34	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	13-7-2015	9:21:35	1
	1
